Setting,Exposure,Theta_A,Seed,Article,t,N,B,A
model,opt,1.0,8,b,7,0,0,0
model,opt,1.0,8,b,8,0,0,0
model,opt,1.0,8,b,9,0,0,0
model,opt,1.0,9,b,0,69,69,0
model,opt,1.0,9,b,1,6,6,0
model,opt,1.0,9,b,2,0,0,0
model,opt,1.0,9,b,3,0,0,0
model,opt,1.0,9,b,4,0,0,0
model,opt,1.0,9,b,5,0,0,0
model,opt,1.0,9,b,6,0,0,0
model,opt,1.0,9,b,7,0,0,0
model,opt,1.0,9,b,8,0,0,0
model,opt,1.0,9,b,9,0,0,0
model,opt,1.0,10,b,0,69,69,0
model,opt,1.0,10,b,1,6,6,0
model,opt,1.0,10,b,2,1,1,0
model,opt,1.0,10,b,3,0,0,0
model,opt,1.0,10,b,4,0,0,0
model,opt,1.0,10,b,5,0,0,0
model,opt,1.0,10,b,6,0,0,0
model,opt,1.0,10,b,7,0,0,0
model,opt,1.0,10,b,8,0,0,0
model,opt,1.0,10,b,9,0,0,0
model,opt,1.0,11,b,0,69,69,0
model,opt,1.0,11,b,1,2,2,0
model,opt,1.0,11,b,2,0,0,0
model,opt,1.0,11,b,3,0,0,0
model,opt,1.0,11,b,4,0,0,0
model,opt,1.0,11,b,5,0,0,0
model,opt,1.0,11,b,6,0,0,0
model,opt,1.0,11,b,7,0,0,0
model,opt,1.0,11,b,8,0,0,0
model,opt,1.0,11,b,9,0,0,0
model,opt,1.0,12,b,0,69,69,0
model,opt,1.0,12,b,1,5,5,0
model,opt,1.0,12,b,2,1,1,0
model,opt,1.0,12,b,3,0,0,0
model,opt,1.0,12,b,4,0,0,0
model,opt,1.0,12,b,5,0,0,0
model,opt,1.0,12,b,6,0,0,0
model,opt,1.0,12,b,7,0,0,0
model,opt,1.0,12,b,8,0,0,0
model,opt,1.0,12,b,9,0,0,0
model,opt,1.0,13,b,0,69,69,0
model,opt,1.0,13,b,1,4,4,0
model,opt,1.0,13,b,2,0,0,0
model,opt,1.0,13,b,3,0,0,0
model,opt,1.0,13,b,4,0,0,0
model,opt,1.0,13,b,5,0,0,0
model,opt,1.0,13,b,6,0,0,0
model,opt,1.0,13,b,7,0,0,0
model,opt,1.0,13,b,8,0,0,0
model,opt,1.0,13,b,9,0,0,0
model,opt,1.0,14,b,0,69,69,0
model,opt,1.0,14,b,1,1,1,0
model,opt,1.0,14,b,2,1,1,0
model,opt,1.0,14,b,3,0,0,0
model,opt,1.0,14,b,4,0,0,0
model,opt,1.0,14,b,5,0,0,0
model,opt,1.0,14,b,6,0,0,0
model,opt,1.0,14,b,7,0,0,0
model,opt,1.0,14,b,8,0,0,0
model,opt,1.0,14,b,9,0,0,0
model,opt,1.0,15,b,0,69,69,0
model,opt,1.0,15,b,1,7,7,0
model,opt,1.0,15,b,2,0,0,0
model,opt,1.0,15,b,3,0,0,0
model,opt,1.0,15,b,4,0,0,0
model,opt,1.0,15,b,5,0,0,0
model,opt,1.0,15,b,6,0,0,0
model,opt,1.0,15,b,7,0,0,0
model,opt,1.0,15,b,8,0,0,0
model,opt,1.0,15,b,9,0,0,0
model,opt,1.0,16,b,0,69,69,0
model,opt,1.0,16,b,1,3,3,0
model,opt,1.0,16,b,2,0,0,0
model,opt,1.0,16,b,3,0,0,0
model,opt,1.0,16,b,4,0,0,0
model,opt,1.0,16,b,5,0,0,0
model,opt,1.0,16,b,6,0,0,0
model,opt,1.0,16,b,7,0,0,0
model,opt,1.0,16,b,8,0,0,0
model,opt,1.0,16,b,9,0,0,0
model,opt,1.0,17,b,0,69,69,0
model,opt,1.0,17,b,1,4,4,0
model,opt,1.0,17,b,2,0,0,0
model,opt,1.0,17,b,3,0,0,0
model,opt,1.0,17,b,4,0,0,0
model,opt,1.0,17,b,5,0,0,0
model,opt,1.0,17,b,6,0,0,0
model,opt,1.0,17,b,7,0,0,0
model,opt,1.0,17,b,8,0,0,0
model,opt,1.0,17,b,9,0,0,0
model,opt,1.0,18,b,0,69,69,0
model,opt,1.0,18,b,1,8,8,0
model,opt,1.0,18,b,2,0,0,0
model,opt,1.0,18,b,3,0,0,0
model,opt,1.0,18,b,4,0,0,0
model,opt,1.0,18,b,5,0,0,0
model,opt,1.0,18,b,6,0,0,0
model,opt,1.0,18,b,7,0,0,0
model,opt,1.0,18,b,8,0,0,0
model,opt,1.0,18,b,9,0,0,0
model,opt,1.0,19,b,0,69,69,0
model,opt,1.0,19,b,1,5,5,0
model,opt,1.0,19,b,2,1,1,0
model,opt,1.0,19,b,3,0,0,0
model,opt,1.0,19,b,4,0,0,0
model,opt,1.0,19,b,5,0,0,0
model,opt,1.0,19,b,6,0,0,0
model,opt,1.0,19,b,7,0,0,0
model,opt,1.0,19,b,8,0,0,0
model,opt,1.0,19,b,9,0,0,0
model,opt,1.0,20,b,0,69,69,0
model,opt,1.0,20,b,1,7,7,0
model,opt,1.0,20,b,2,0,0,0
model,opt,1.0,20,b,3,0,0,0
model,opt,1.0,20,b,4,0,0,0
model,opt,1.0,20,b,5,0,0,0
model,opt,1.0,20,b,6,0,0,0
model,opt,1.0,20,b,7,0,0,0
model,opt,1.0,20,b,8,0,0,0
model,opt,1.0,20,b,9,0,0,0
model,opt,1.0,21,b,0,69,69,0
model,opt,1.0,21,b,1,6,6,0
model,opt,1.0,21,b,2,0,0,0
model,opt,1.0,21,b,3,0,0,0
model,opt,1.0,21,b,4,0,0,0
model,opt,1.0,21,b,5,0,0,0
model,opt,1.0,21,b,6,0,0,0
model,opt,1.0,21,b,7,0,0,0
model,opt,1.0,21,b,8,0,0,0
model,opt,1.0,21,b,9,0,0,0
model,opt,1.0,22,b,0,69,69,0
model,opt,1.0,22,b,1,4,4,0
model,opt,1.0,22,b,2,0,0,0
model,opt,1.0,22,b,3,0,0,0
model,opt,1.0,22,b,4,0,0,0
model,opt,1.0,22,b,5,0,0,0
model,opt,1.0,22,b,6,0,0,0
model,opt,1.0,22,b,7,0,0,0
model,opt,1.0,22,b,8,0,0,0
model,opt,1.0,22,b,9,0,0,0
model,opt,1.0,23,b,0,69,69,0
model,opt,1.0,23,b,1,6,6,0
model,opt,1.0,23,b,2,0,0,0
model,opt,1.0,23,b,3,0,0,0
model,opt,1.0,23,b,4,0,0,0
model,opt,1.0,23,b,5,0,0,0
model,opt,1.0,23,b,6,0,0,0
model,opt,1.0,23,b,7,0,0,0
model,opt,1.0,23,b,8,0,0,0
model,opt,1.0,23,b,9,0,0,0
model,opt,1.0,24,b,0,69,69,0
model,opt,1.0,24,b,1,4,4,0
model,opt,1.0,24,b,2,0,0,0
model,opt,1.0,24,b,3,0,0,0
model,opt,1.0,24,b,4,0,0,0
model,opt,1.0,24,b,5,0,0,0
model,opt,1.0,24,b,6,0,0,0
model,opt,1.0,24,b,7,0,0,0
model,opt,1.0,24,b,8,0,0,0
model,opt,1.0,24,b,9,0,0,0
model,opt,1.0,25,b,0,69,69,0
model,opt,1.0,25,b,1,8,8,0
model,opt,1.0,25,b,2,1,1,0
model,opt,1.0,25,b,3,0,0,0
model,opt,1.0,25,b,4,0,0,0
model,opt,1.0,25,b,5,0,0,0
model,opt,1.0,25,b,6,0,0,0
model,opt,1.0,25,b,7,0,0,0
model,opt,1.0,25,b,8,0,0,0
model,opt,1.0,25,b,9,0,0,0
model,opt,1.0,26,b,0,69,69,0
model,opt,1.0,26,b,1,3,3,0
model,opt,1.0,26,b,2,0,0,0
model,opt,1.0,26,b,3,0,0,0
model,opt,1.0,26,b,4,0,0,0
model,opt,1.0,26,b,5,0,0,0
model,opt,1.0,26,b,6,0,0,0
model,opt,1.0,26,b,7,0,0,0
model,opt,1.0,26,b,8,0,0,0
model,opt,1.0,26,b,9,0,0,0
model,opt,1.0,27,b,0,69,69,0
model,opt,1.0,27,b,1,7,7,0
model,opt,1.0,27,b,2,1,1,0
model,opt,1.0,27,b,3,0,0,0
model,opt,1.0,27,b,4,0,0,0
model,opt,1.0,27,b,5,0,0,0
model,opt,1.0,27,b,6,0,0,0
model,opt,1.0,27,b,7,0,0,0
model,opt,1.0,27,b,8,0,0,0
model,opt,1.0,27,b,9,0,0,0
model,opt,1.0,28,b,0,69,69,0
model,opt,1.0,28,b,1,9,9,0
model,opt,1.0,28,b,2,1,1,0
model,opt,1.0,28,b,3,0,0,0
model,opt,1.0,28,b,4,0,0,0
model,opt,1.0,28,b,5,0,0,0
model,opt,1.0,28,b,6,0,0,0
model,opt,1.0,28,b,7,0,0,0
model,opt,1.0,28,b,8,0,0,0
model,opt,1.0,28,b,9,0,0,0
model,opt,1.0,29,b,0,69,69,0
model,opt,1.0,29,b,1,6,6,0
model,opt,1.0,29,b,2,1,1,0
model,opt,1.0,29,b,3,0,0,0
model,opt,1.0,29,b,4,0,0,0
model,opt,1.0,29,b,5,0,0,0
model,opt,1.0,29,b,6,0,0,0
model,opt,1.0,29,b,7,0,0,0
model,opt,1.0,29,b,8,0,0,0
model,opt,1.0,29,b,9,0,0,0
model,opt,1.0,30,b,0,69,69,0
model,opt,1.0,30,b,1,7,7,0
model,opt,1.0,30,b,2,0,0,0
model,opt,1.0,30,b,3,0,0,0
model,opt,1.0,30,b,4,0,0,0
model,opt,1.0,30,b,5,0,0,0
model,opt,1.0,30,b,6,0,0,0
model,opt,1.0,30,b,7,0,0,0
model,opt,1.0,30,b,8,0,0,0
model,opt,1.0,30,b,9,0,0,0
model,opt,1.0,31,b,0,69,69,0
model,opt,1.0,31,b,1,10,10,0
model,opt,1.0,31,b,2,1,1,0
model,opt,1.0,31,b,3,0,0,0
model,opt,1.0,31,b,4,0,0,0
model,opt,1.0,31,b,5,0,0,0
model,opt,1.0,31,b,6,0,0,0
model,opt,1.0,31,b,7,0,0,0
model,opt,1.0,31,b,8,0,0,0
model,opt,1.0,31,b,9,0,0,0
model,opt,1.0,32,b,0,69,69,0
model,opt,1.0,32,b,1,9,9,0
model,opt,1.0,32,b,2,1,1,0
model,opt,1.0,32,b,3,0,0,0
model,opt,1.0,32,b,4,0,0,0
model,opt,1.0,32,b,5,0,0,0
model,opt,1.0,32,b,6,0,0,0
model,opt,1.0,32,b,7,0,0,0
model,opt,1.0,32,b,8,0,0,0
model,opt,1.0,32,b,9,0,0,0
model,opt,1.0,33,b,0,69,69,0
model,opt,1.0,33,b,1,6,6,0
model,opt,1.0,33,b,2,1,1,0
model,opt,1.0,33,b,3,0,0,0
model,opt,1.0,33,b,4,0,0,0
model,opt,1.0,33,b,5,0,0,0
model,opt,1.0,33,b,6,0,0,0
model,opt,1.0,33,b,7,0,0,0
model,opt,1.0,33,b,8,0,0,0
model,opt,1.0,33,b,9,0,0,0
model,opt,1.0,34,b,0,69,69,0
model,opt,1.0,34,b,1,5,5,0
model,opt,1.0,34,b,2,2,2,0
model,opt,1.0,34,b,3,0,0,0
model,opt,1.0,34,b,4,0,0,0
model,opt,1.0,34,b,5,0,0,0
model,opt,1.0,34,b,6,0,0,0
model,opt,1.0,34,b,7,0,0,0
model,opt,1.0,34,b,8,0,0,0
model,opt,1.0,34,b,9,0,0,0
model,opt,1.0,35,b,0,69,69,0
model,opt,1.0,35,b,1,7,7,0
model,opt,1.0,35,b,2,1,1,0
model,opt,1.0,35,b,3,0,0,0
model,opt,1.0,35,b,4,0,0,0
model,opt,1.0,35,b,5,0,0,0
model,opt,1.0,35,b,6,0,0,0
model,opt,1.0,35,b,7,0,0,0
model,opt,1.0,35,b,8,0,0,0
model,opt,1.0,35,b,9,0,0,0
model,opt,1.0,36,b,0,69,69,0
model,opt,1.0,36,b,1,5,5,0
model,opt,1.0,36,b,2,0,0,0
model,opt,1.0,36,b,3,0,0,0
model,opt,1.0,36,b,4,0,0,0
model,opt,1.0,36,b,5,0,0,0
model,opt,1.0,36,b,6,0,0,0
model,opt,1.0,36,b,7,0,0,0
model,opt,1.0,36,b,8,0,0,0
model,opt,1.0,36,b,9,0,0,0
model,opt,1.0,37,b,0,69,69,0
model,opt,1.0,37,b,1,3,3,0
model,opt,1.0,37,b,2,0,0,0
model,opt,1.0,37,b,3,0,0,0
model,opt,1.0,37,b,4,0,0,0
model,opt,1.0,37,b,5,0,0,0
model,opt,1.0,37,b,6,0,0,0
model,opt,1.0,37,b,7,0,0,0
model,opt,1.0,37,b,8,0,0,0
model,opt,1.0,37,b,9,0,0,0
model,opt,1.0,38,b,0,69,69,0
model,opt,1.0,38,b,1,7,7,0
model,opt,1.0,38,b,2,0,0,0
model,opt,1.0,38,b,3,0,0,0
model,opt,1.0,38,b,4,0,0,0
model,opt,1.0,38,b,5,0,0,0
model,opt,1.0,38,b,6,0,0,0
model,opt,1.0,38,b,7,0,0,0
model,opt,1.0,38,b,8,0,0,0
model,opt,1.0,38,b,9,0,0,0
model,opt,1.0,39,b,0,69,69,0
model,opt,1.0,39,b,1,3,3,0
model,opt,1.0,39,b,2,1,1,0
model,opt,1.0,39,b,3,0,0,0
model,opt,1.0,39,b,4,0,0,0
model,opt,1.0,39,b,5,0,0,0
model,opt,1.0,39,b,6,0,0,0
model,opt,1.0,39,b,7,0,0,0
model,opt,1.0,39,b,8,0,0,0
model,opt,1.0,39,b,9,0,0,0
model,opt,1.0,40,b,0,69,69,0
model,opt,1.0,40,b,1,5,5,0
model,opt,1.0,40,b,2,0,0,0
model,opt,1.0,40,b,3,0,0,0
model,opt,1.0,40,b,4,0,0,0
model,opt,1.0,40,b,5,0,0,0
model,opt,1.0,40,b,6,0,0,0
model,opt,1.0,40,b,7,0,0,0
model,opt,1.0,40,b,8,0,0,0
model,opt,1.0,40,b,9,0,0,0
model,opt,1.0,41,b,0,69,69,0
model,opt,1.0,41,b,1,15,15,0
model,opt,1.0,41,b,2,0,0,0
model,opt,1.0,41,b,3,0,0,0
model,opt,1.0,41,b,4,0,0,0
model,opt,1.0,41,b,5,0,0,0
model,opt,1.0,41,b,6,0,0,0
model,opt,1.0,41,b,7,0,0,0
model,opt,1.0,41,b,8,0,0,0
model,opt,1.0,41,b,9,0,0,0
model,opt,1.0,42,b,0,69,69,0
model,opt,1.0,42,b,1,4,4,0
model,opt,1.0,42,b,2,0,0,0
model,opt,1.0,42,b,3,0,0,0
model,opt,1.0,42,b,4,0,0,0
model,opt,1.0,42,b,5,0,0,0
model,opt,1.0,42,b,6,0,0,0
model,opt,1.0,42,b,7,0,0,0
model,opt,1.0,42,b,8,0,0,0
model,opt,1.0,42,b,9,0,0,0
model,opt,1.0,43,b,0,69,69,0
model,opt,1.0,43,b,1,9,9,0
model,opt,1.0,43,b,2,0,0,0
model,opt,1.0,43,b,3,0,0,0
model,opt,1.0,43,b,4,0,0,0
model,opt,1.0,43,b,5,0,0,0
model,opt,1.0,43,b,6,0,0,0
model,opt,1.0,43,b,7,0,0,0
model,opt,1.0,43,b,8,0,0,0
model,opt,1.0,43,b,9,0,0,0
model,opt,1.0,44,b,0,69,69,0
model,opt,1.0,44,b,1,4,4,0
model,opt,1.0,44,b,2,0,0,0
model,opt,1.0,44,b,3,0,0,0
model,opt,1.0,44,b,4,0,0,0
model,opt,1.0,44,b,5,0,0,0
model,opt,1.0,44,b,6,0,0,0
model,opt,1.0,44,b,7,0,0,0
model,opt,1.0,44,b,8,0,0,0
model,opt,1.0,44,b,9,0,0,0
model,opt,1.0,45,b,0,69,69,0
model,opt,1.0,45,b,1,10,10,0
model,opt,1.0,45,b,2,0,0,0
model,opt,1.0,45,b,3,0,0,0
model,opt,1.0,45,b,4,0,0,0
model,opt,1.0,45,b,5,0,0,0
model,opt,1.0,45,b,6,0,0,0
model,opt,1.0,45,b,7,0,0,0
model,opt,1.0,45,b,8,0,0,0
model,opt,1.0,45,b,9,0,0,0
model,opt,1.0,46,b,0,69,69,0
model,opt,1.0,46,b,1,3,3,0
model,opt,1.0,46,b,2,0,0,0
model,opt,1.0,46,b,3,0,0,0
model,opt,1.0,46,b,4,0,0,0
model,opt,1.0,46,b,5,0,0,0
model,opt,1.0,46,b,6,0,0,0
model,opt,1.0,46,b,7,0,0,0
model,opt,1.0,46,b,8,0,0,0
model,opt,1.0,46,b,9,0,0,0
model,opt,1.0,47,b,0,69,69,0
model,opt,1.0,47,b,1,7,7,0
model,opt,1.0,47,b,2,1,1,0
model,opt,1.0,47,b,3,1,1,0
model,opt,1.0,47,b,4,0,0,0
model,opt,1.0,47,b,5,0,0,0
model,opt,1.0,47,b,6,0,0,0
model,opt,1.0,47,b,7,0,0,0
model,opt,1.0,47,b,8,0,0,0
model,opt,1.0,47,b,9,0,0,0
model,opt,1.0,48,b,0,69,69,0
model,opt,1.0,48,b,1,3,3,0
model,opt,1.0,48,b,2,1,1,0
model,opt,1.0,48,b,3,0,0,0
model,opt,1.0,48,b,4,0,0,0
model,opt,1.0,48,b,5,0,0,0
model,opt,1.0,48,b,6,0,0,0
model,opt,1.0,48,b,7,0,0,0
model,opt,1.0,48,b,8,0,0,0
model,opt,1.0,48,b,9,0,0,0
model,opt,1.0,49,b,0,69,69,0
model,opt,1.0,49,b,1,2,2,0
model,opt,1.0,49,b,2,1,1,0
model,opt,1.0,49,b,3,1,1,0
model,opt,1.0,49,b,4,0,0,0
model,opt,1.0,49,b,5,0,0,0
model,opt,1.0,49,b,6,0,0,0
model,opt,1.0,49,b,7,0,0,0
model,opt,1.0,49,b,8,0,0,0
model,opt,1.0,49,b,9,0,0,0
model,opt,1.0,50,b,0,69,69,0
model,opt,1.0,50,b,1,9,9,0
model,opt,1.0,50,b,2,1,1,0
model,opt,1.0,50,b,3,0,0,0
model,opt,1.0,50,b,4,0,0,0
model,opt,1.0,50,b,5,0,0,0
model,opt,1.0,50,b,6,0,0,0
model,opt,1.0,50,b,7,0,0,0
model,opt,1.0,50,b,8,0,0,0
model,opt,1.0,50,b,9,0,0,0
model,opt,1.0,51,b,0,69,69,0
model,opt,1.0,51,b,1,4,4,0
model,opt,1.0,51,b,2,0,0,0
model,opt,1.0,51,b,3,0,0,0
model,opt,1.0,51,b,4,0,0,0
model,opt,1.0,51,b,5,0,0,0
model,opt,1.0,51,b,6,0,0,0
model,opt,1.0,51,b,7,0,0,0
model,opt,1.0,51,b,8,0,0,0
model,opt,1.0,51,b,9,0,0,0
model,opt,1.0,52,b,0,69,69,0
model,opt,1.0,52,b,1,3,3,0
model,opt,1.0,52,b,2,0,0,0
model,opt,1.0,52,b,3,0,0,0
model,opt,1.0,52,b,4,0,0,0
model,opt,1.0,52,b,5,0,0,0
model,opt,1.0,52,b,6,0,0,0
model,opt,1.0,52,b,7,0,0,0
model,opt,1.0,52,b,8,0,0,0
model,opt,1.0,52,b,9,0,0,0
model,opt,1.0,53,b,0,69,69,0
model,opt,1.0,53,b,1,7,7,0
model,opt,1.0,53,b,2,1,1,0
model,opt,1.0,53,b,3,0,0,0
model,opt,1.0,53,b,4,0,0,0
model,opt,1.0,53,b,5,0,0,0
model,opt,1.0,53,b,6,0,0,0
model,opt,1.0,53,b,7,0,0,0
model,opt,1.0,53,b,8,0,0,0
model,opt,1.0,53,b,9,0,0,0
model,opt,1.0,54,b,0,69,69,0
model,opt,1.0,54,b,1,9,9,0
model,opt,1.0,54,b,2,0,0,0
model,opt,1.0,54,b,3,0,0,0
model,opt,1.0,54,b,4,0,0,0
model,opt,1.0,54,b,5,0,0,0
model,opt,1.0,54,b,6,0,0,0
model,opt,1.0,54,b,7,0,0,0
model,opt,1.0,54,b,8,0,0,0
model,opt,1.0,54,b,9,0,0,0
model,opt,1.0,55,b,0,69,69,0
model,opt,1.0,55,b,1,6,6,0
model,opt,1.0,55,b,2,0,0,0
model,opt,1.0,55,b,3,0,0,0
model,opt,1.0,55,b,4,0,0,0
model,opt,1.0,55,b,5,0,0,0
model,opt,1.0,55,b,6,0,0,0
model,opt,1.0,55,b,7,0,0,0
model,opt,1.0,55,b,8,0,0,0
model,opt,1.0,55,b,9,0,0,0
model,opt,1.0,56,b,0,69,69,0
model,opt,1.0,56,b,1,10,10,0
model,opt,1.0,56,b,2,3,3,0
model,opt,1.0,56,b,3,1,1,0
model,opt,1.0,56,b,4,0,0,0
model,opt,1.0,56,b,5,0,0,0
model,opt,1.0,56,b,6,0,0,0
model,opt,1.0,56,b,7,0,0,0
model,opt,1.0,56,b,8,0,0,0
model,opt,1.0,56,b,9,0,0,0
model,opt,1.0,57,b,0,69,69,0
model,opt,1.0,57,b,1,6,6,0
model,opt,1.0,57,b,2,0,0,0
model,opt,1.0,57,b,3,0,0,0
model,opt,1.0,57,b,4,0,0,0
model,opt,1.0,57,b,5,0,0,0
model,opt,1.0,57,b,6,0,0,0
model,opt,1.0,57,b,7,0,0,0
model,opt,1.0,57,b,8,0,0,0
model,opt,1.0,57,b,9,0,0,0
model,opt,1.0,58,b,0,69,69,0
model,opt,1.0,58,b,1,7,7,0
model,opt,1.0,58,b,2,0,0,0
model,opt,1.0,58,b,3,0,0,0
model,opt,1.0,58,b,4,0,0,0
model,opt,1.0,58,b,5,0,0,0
model,opt,1.0,58,b,6,0,0,0
model,opt,1.0,58,b,7,0,0,0
model,opt,1.0,58,b,8,0,0,0
model,opt,1.0,58,b,9,0,0,0
model,opt,1.0,59,b,0,69,69,0
model,opt,1.0,59,b,1,11,11,0
model,opt,1.0,59,b,2,0,0,0
model,opt,1.0,59,b,3,0,0,0
model,opt,1.0,59,b,4,0,0,0
model,opt,1.0,59,b,5,0,0,0
model,opt,1.0,59,b,6,0,0,0
model,opt,1.0,59,b,7,0,0,0
model,opt,1.0,59,b,8,0,0,0
model,opt,1.0,59,b,9,0,0,0
model,opt,1.0,60,b,0,69,69,0
model,opt,1.0,60,b,1,7,7,0
model,opt,1.0,60,b,2,1,1,0
model,opt,1.0,60,b,3,0,0,0
model,opt,1.0,60,b,4,0,0,0
model,opt,1.0,60,b,5,0,0,0
model,opt,1.0,60,b,6,0,0,0
model,opt,1.0,60,b,7,0,0,0
model,opt,1.0,60,b,8,0,0,0
model,opt,1.0,60,b,9,0,0,0
model,opt,1.0,61,b,0,69,69,0
model,opt,1.0,61,b,1,5,5,0
model,opt,1.0,61,b,2,0,0,0
model,opt,1.0,61,b,3,0,0,0
model,opt,1.0,61,b,4,0,0,0
model,opt,1.0,61,b,5,0,0,0
model,opt,1.0,61,b,6,0,0,0
model,opt,1.0,61,b,7,0,0,0
model,opt,1.0,61,b,8,0,0,0
model,opt,1.0,61,b,9,0,0,0
model,opt,1.0,62,b,0,69,69,0
model,opt,1.0,62,b,1,6,6,0
model,opt,1.0,62,b,2,1,1,0
model,opt,1.0,62,b,3,0,0,0
model,opt,1.0,62,b,4,0,0,0
model,opt,1.0,62,b,5,0,0,0
model,opt,1.0,62,b,6,0,0,0
model,opt,1.0,62,b,7,0,0,0
model,opt,1.0,62,b,8,0,0,0
model,opt,1.0,62,b,9,0,0,0
model,opt,1.0,63,b,0,69,69,0
model,opt,1.0,63,b,1,6,6,0
model,opt,1.0,63,b,2,1,1,0
model,opt,1.0,63,b,3,0,0,0
model,opt,1.0,63,b,4,0,0,0
model,opt,1.0,63,b,5,0,0,0
model,opt,1.0,63,b,6,0,0,0
model,opt,1.0,63,b,7,0,0,0
model,opt,1.0,63,b,8,0,0,0
model,opt,1.0,63,b,9,0,0,0
model,opt,1.0,64,b,0,69,69,0
model,opt,1.0,64,b,1,6,6,0
model,opt,1.0,64,b,2,0,0,0
model,opt,1.0,64,b,3,0,0,0
model,opt,1.0,64,b,4,0,0,0
model,opt,1.0,64,b,5,0,0,0
model,opt,1.0,64,b,6,0,0,0
model,opt,1.0,64,b,7,0,0,0
model,opt,1.0,64,b,8,0,0,0
model,opt,1.0,64,b,9,0,0,0
model,opt,1.0,65,b,0,69,69,0
model,opt,1.0,65,b,1,6,6,0
model,opt,1.0,65,b,2,0,0,0
model,opt,1.0,65,b,3,0,0,0
model,opt,1.0,65,b,4,0,0,0
model,opt,1.0,65,b,5,0,0,0
model,opt,1.0,65,b,6,0,0,0
model,opt,1.0,65,b,7,0,0,0
model,opt,1.0,65,b,8,0,0,0
model,opt,1.0,65,b,9,0,0,0
model,opt,1.0,66,b,0,69,69,0
model,opt,1.0,66,b,1,3,3,0
model,opt,1.0,66,b,2,0,0,0
model,opt,1.0,66,b,3,0,0,0
model,opt,1.0,66,b,4,0,0,0
model,opt,1.0,66,b,5,0,0,0
model,opt,1.0,66,b,6,0,0,0
model,opt,1.0,66,b,7,0,0,0
model,opt,1.0,66,b,8,0,0,0
model,opt,1.0,66,b,9,0,0,0
model,opt,1.0,67,b,0,69,69,0
model,opt,1.0,67,b,1,4,4,0
model,opt,1.0,67,b,2,0,0,0
model,opt,1.0,67,b,3,0,0,0
model,opt,1.0,67,b,4,0,0,0
model,opt,1.0,67,b,5,0,0,0
model,opt,1.0,67,b,6,0,0,0
model,opt,1.0,67,b,7,0,0,0
model,opt,1.0,67,b,8,0,0,0
model,opt,1.0,67,b,9,0,0,0
model,opt,1.0,68,b,0,69,69,0
model,opt,1.0,68,b,1,8,8,0
model,opt,1.0,68,b,2,0,0,0
model,opt,1.0,68,b,3,0,0,0
model,opt,1.0,68,b,4,0,0,0
model,opt,1.0,68,b,5,0,0,0
model,opt,1.0,68,b,6,0,0,0
model,opt,1.0,68,b,7,0,0,0
model,opt,1.0,68,b,8,0,0,0
model,opt,1.0,68,b,9,0,0,0
model,opt,1.0,69,b,0,69,69,0
model,opt,1.0,69,b,1,8,8,0
model,opt,1.0,69,b,2,0,0,0
model,opt,1.0,69,b,3,0,0,0
model,opt,1.0,69,b,4,0,0,0
model,opt,1.0,69,b,5,0,0,0
model,opt,1.0,69,b,6,0,0,0
model,opt,1.0,69,b,7,0,0,0
model,opt,1.0,69,b,8,0,0,0
model,opt,1.0,69,b,9,0,0,0
model,opt,1.0,70,b,0,69,69,0
model,opt,1.0,70,b,1,6,6,0
model,opt,1.0,70,b,2,0,0,0
model,opt,1.0,70,b,3,0,0,0
model,opt,1.0,70,b,4,0,0,0
model,opt,1.0,70,b,5,0,0,0
model,opt,1.0,70,b,6,0,0,0
model,opt,1.0,70,b,7,0,0,0
model,opt,1.0,70,b,8,0,0,0
model,opt,1.0,70,b,9,0,0,0
model,opt,1.0,71,b,0,69,69,0
model,opt,1.0,71,b,1,8,8,0
model,opt,1.0,71,b,2,0,0,0
model,opt,1.0,71,b,3,0,0,0
model,opt,1.0,71,b,4,0,0,0
model,opt,1.0,71,b,5,0,0,0
model,opt,1.0,71,b,6,0,0,0
model,opt,1.0,71,b,7,0,0,0
model,opt,1.0,71,b,8,0,0,0
model,opt,1.0,71,b,9,0,0,0
model,opt,1.0,72,b,0,69,69,0
model,opt,1.0,72,b,1,10,10,0
model,opt,1.0,72,b,2,0,0,0
model,opt,1.0,72,b,3,0,0,0
model,opt,1.0,72,b,4,0,0,0
model,opt,1.0,72,b,5,0,0,0
model,opt,1.0,72,b,6,0,0,0
model,opt,1.0,72,b,7,0,0,0
model,opt,1.0,72,b,8,0,0,0
model,opt,1.0,72,b,9,0,0,0
model,opt,1.0,73,b,0,69,69,0
model,opt,1.0,73,b,1,4,4,0
model,opt,1.0,73,b,2,1,1,0
model,opt,1.0,73,b,3,0,0,0
model,opt,1.0,73,b,4,0,0,0
model,opt,1.0,73,b,5,0,0,0
model,opt,1.0,73,b,6,0,0,0
model,opt,1.0,73,b,7,0,0,0
model,opt,1.0,73,b,8,0,0,0
model,opt,1.0,73,b,9,0,0,0
model,opt,1.0,74,b,0,69,69,0
model,opt,1.0,74,b,1,6,6,0
model,opt,1.0,74,b,2,0,0,0
model,opt,1.0,74,b,3,0,0,0
model,opt,1.0,74,b,4,0,0,0
model,opt,1.0,74,b,5,0,0,0
model,opt,1.0,74,b,6,0,0,0
model,opt,1.0,74,b,7,0,0,0
model,opt,1.0,74,b,8,0,0,0
model,opt,1.0,74,b,9,0,0,0
model,opt,1.0,75,b,0,69,69,0
model,opt,1.0,75,b,1,6,6,0
