Exposure,Theta_A,Seed,Article,t,N,B,A
fair,0.7459743804762068,58,a,0,69,0,69
fair,0.7459743804762068,58,a,1,4,0,4
fair,0.7459743804762068,58,a,2,0,0,0
fair,0.7459743804762068,58,a,3,0,0,0
fair,0.7459743804762068,58,a,4,0,0,0
fair,0.7459743804762068,58,a,5,0,0,0
fair,0.7459743804762068,58,a,6,0,0,0
fair,0.7459743804762068,58,a,7,0,0,0
fair,0.7459743804762068,58,a,8,0,0,0
fair,0.7459743804762068,58,a,9,0,0,0
fair,0.7459743804762068,59,a,0,69,0,69
fair,0.7459743804762068,59,a,1,5,0,5
fair,0.7459743804762068,59,a,2,0,0,0
fair,0.7459743804762068,59,a,3,0,0,0
fair,0.7459743804762068,59,a,4,0,0,0
fair,0.7459743804762068,59,a,5,0,0,0
fair,0.7459743804762068,59,a,6,0,0,0
fair,0.7459743804762068,59,a,7,0,0,0
fair,0.7459743804762068,59,a,8,0,0,0
fair,0.7459743804762068,59,a,9,0,0,0
fair,0.7459743804762068,60,a,0,69,0,69
fair,0.7459743804762068,60,a,1,2,0,2
fair,0.7459743804762068,60,a,2,0,0,0
fair,0.7459743804762068,60,a,3,0,0,0
fair,0.7459743804762068,60,a,4,0,0,0
fair,0.7459743804762068,60,a,5,0,0,0
fair,0.7459743804762068,60,a,6,0,0,0
fair,0.7459743804762068,60,a,7,0,0,0
fair,0.7459743804762068,60,a,8,0,0,0
fair,0.7459743804762068,60,a,9,0,0,0
fair,0.7459743804762068,61,a,0,69,0,69
fair,0.7459743804762068,61,a,1,2,0,2
fair,0.7459743804762068,61,a,2,0,0,0
fair,0.7459743804762068,61,a,3,0,0,0
fair,0.7459743804762068,61,a,4,0,0,0
fair,0.7459743804762068,61,a,5,0,0,0
fair,0.7459743804762068,61,a,6,0,0,0
fair,0.7459743804762068,61,a,7,0,0,0
fair,0.7459743804762068,61,a,8,0,0,0
fair,0.7459743804762068,61,a,9,0,0,0
fair,0.7459743804762068,62,a,0,69,0,69
fair,0.7459743804762068,62,a,1,3,0,3
fair,0.7459743804762068,62,a,2,0,0,0
fair,0.7459743804762068,62,a,3,0,0,0
fair,0.7459743804762068,62,a,4,0,0,0
fair,0.7459743804762068,62,a,5,0,0,0
fair,0.7459743804762068,62,a,6,0,0,0
fair,0.7459743804762068,62,a,7,0,0,0
fair,0.7459743804762068,62,a,8,0,0,0
fair,0.7459743804762068,62,a,9,0,0,0
fair,0.7459743804762068,63,a,0,69,0,69
fair,0.7459743804762068,63,a,1,1,0,1
fair,0.7459743804762068,63,a,2,0,0,0
fair,0.7459743804762068,63,a,3,0,0,0
fair,0.7459743804762068,63,a,4,0,0,0
fair,0.7459743804762068,63,a,5,0,0,0
fair,0.7459743804762068,63,a,6,0,0,0
fair,0.7459743804762068,63,a,7,0,0,0
fair,0.7459743804762068,63,a,8,0,0,0
fair,0.7459743804762068,63,a,9,0,0,0
fair,0.7459743804762068,64,a,0,69,0,69
fair,0.7459743804762068,64,a,1,1,0,1
fair,0.7459743804762068,64,a,2,0,0,0
fair,0.7459743804762068,64,a,3,0,0,0
fair,0.7459743804762068,64,a,4,0,0,0
fair,0.7459743804762068,64,a,5,0,0,0
fair,0.7459743804762068,64,a,6,0,0,0
fair,0.7459743804762068,64,a,7,0,0,0
fair,0.7459743804762068,64,a,8,0,0,0
fair,0.7459743804762068,64,a,9,0,0,0
fair,0.7459743804762068,65,a,0,69,0,69
fair,0.7459743804762068,65,a,1,1,0,1
fair,0.7459743804762068,65,a,2,0,0,0
fair,0.7459743804762068,65,a,3,0,0,0
fair,0.7459743804762068,65,a,4,0,0,0
fair,0.7459743804762068,65,a,5,0,0,0
fair,0.7459743804762068,65,a,6,0,0,0
fair,0.7459743804762068,65,a,7,0,0,0
fair,0.7459743804762068,65,a,8,0,0,0
fair,0.7459743804762068,65,a,9,0,0,0
fair,0.7459743804762068,66,a,0,69,0,69
fair,0.7459743804762068,66,a,1,6,0,6
fair,0.7459743804762068,66,a,2,1,0,1
fair,0.7459743804762068,66,a,3,0,0,0
fair,0.7459743804762068,66,a,4,0,0,0
fair,0.7459743804762068,66,a,5,0,0,0
fair,0.7459743804762068,66,a,6,0,0,0
fair,0.7459743804762068,66,a,7,0,0,0
fair,0.7459743804762068,66,a,8,0,0,0
fair,0.7459743804762068,66,a,9,0,0,0
fair,0.7459743804762068,67,a,0,69,0,69
fair,0.7459743804762068,67,a,1,1,0,1
fair,0.7459743804762068,67,a,2,0,0,0
fair,0.7459743804762068,67,a,3,0,0,0
fair,0.7459743804762068,67,a,4,0,0,0
fair,0.7459743804762068,67,a,5,0,0,0
fair,0.7459743804762068,67,a,6,0,0,0
fair,0.7459743804762068,67,a,7,0,0,0
fair,0.7459743804762068,67,a,8,0,0,0
fair,0.7459743804762068,67,a,9,0,0,0
fair,0.7459743804762068,68,a,0,69,0,69
fair,0.7459743804762068,68,a,1,5,2,3
fair,0.7459743804762068,68,a,2,0,0,0
fair,0.7459743804762068,68,a,3,0,0,0
fair,0.7459743804762068,68,a,4,0,0,0
fair,0.7459743804762068,68,a,5,0,0,0
fair,0.7459743804762068,68,a,6,0,0,0
fair,0.7459743804762068,68,a,7,0,0,0
fair,0.7459743804762068,68,a,8,0,0,0
fair,0.7459743804762068,68,a,9,0,0,0
fair,0.7459743804762068,69,a,0,69,0,69
fair,0.7459743804762068,69,a,1,1,0,1
fair,0.7459743804762068,69,a,2,0,0,0
fair,0.7459743804762068,69,a,3,0,0,0
fair,0.7459743804762068,69,a,4,0,0,0
fair,0.7459743804762068,69,a,5,0,0,0
fair,0.7459743804762068,69,a,6,0,0,0
fair,0.7459743804762068,69,a,7,0,0,0
fair,0.7459743804762068,69,a,8,0,0,0
fair,0.7459743804762068,69,a,9,0,0,0
fair,0.7459743804762068,70,a,0,69,0,69
fair,0.7459743804762068,70,a,1,3,1,2
fair,0.7459743804762068,70,a,2,0,0,0
fair,0.7459743804762068,70,a,3,0,0,0
fair,0.7459743804762068,70,a,4,0,0,0
fair,0.7459743804762068,70,a,5,0,0,0
fair,0.7459743804762068,70,a,6,0,0,0
fair,0.7459743804762068,70,a,7,0,0,0
fair,0.7459743804762068,70,a,8,0,0,0
fair,0.7459743804762068,70,a,9,0,0,0
fair,0.7459743804762068,71,a,0,69,0,69
fair,0.7459743804762068,71,a,1,3,0,3
fair,0.7459743804762068,71,a,2,0,0,0
fair,0.7459743804762068,71,a,3,0,0,0
fair,0.7459743804762068,71,a,4,0,0,0
fair,0.7459743804762068,71,a,5,0,0,0
fair,0.7459743804762068,71,a,6,0,0,0
fair,0.7459743804762068,71,a,7,0,0,0
fair,0.7459743804762068,71,a,8,0,0,0
fair,0.7459743804762068,71,a,9,0,0,0
fair,0.7459743804762068,72,a,0,69,0,69
fair,0.7459743804762068,72,a,1,3,0,3
fair,0.7459743804762068,72,a,2,0,0,0
fair,0.7459743804762068,72,a,3,0,0,0
fair,0.7459743804762068,72,a,4,0,0,0
fair,0.7459743804762068,72,a,5,0,0,0
fair,0.7459743804762068,72,a,6,0,0,0
fair,0.7459743804762068,72,a,7,0,0,0
fair,0.7459743804762068,72,a,8,0,0,0
fair,0.7459743804762068,72,a,9,0,0,0
fair,0.7459743804762068,73,a,0,69,0,69
fair,0.7459743804762068,73,a,1,1,0,1
fair,0.7459743804762068,73,a,2,0,0,0
fair,0.7459743804762068,73,a,3,0,0,0
fair,0.7459743804762068,73,a,4,0,0,0
fair,0.7459743804762068,73,a,5,0,0,0
fair,0.7459743804762068,73,a,6,0,0,0
fair,0.7459743804762068,73,a,7,0,0,0
fair,0.7459743804762068,73,a,8,0,0,0
fair,0.7459743804762068,73,a,9,0,0,0
fair,0.7459743804762068,74,a,0,69,0,69
fair,0.7459743804762068,74,a,1,2,0,2
fair,0.7459743804762068,74,a,2,0,0,0
fair,0.7459743804762068,74,a,3,0,0,0
fair,0.7459743804762068,74,a,4,0,0,0
fair,0.7459743804762068,74,a,5,0,0,0
fair,0.7459743804762068,74,a,6,0,0,0
fair,0.7459743804762068,74,a,7,0,0,0
fair,0.7459743804762068,74,a,8,0,0,0
fair,0.7459743804762068,74,a,9,0,0,0
fair,0.7459743804762068,75,a,0,69,0,69
fair,0.7459743804762068,75,a,1,4,0,4
fair,0.7459743804762068,75,a,2,0,0,0
fair,0.7459743804762068,75,a,3,0,0,0
fair,0.7459743804762068,75,a,4,0,0,0
fair,0.7459743804762068,75,a,5,0,0,0
fair,0.7459743804762068,75,a,6,0,0,0
fair,0.7459743804762068,75,a,7,0,0,0
fair,0.7459743804762068,75,a,8,0,0,0
fair,0.7459743804762068,75,a,9,0,0,0
fair,0.7459743804762068,76,a,0,69,0,69
fair,0.7459743804762068,76,a,1,3,1,2
fair,0.7459743804762068,76,a,2,0,0,0
fair,0.7459743804762068,76,a,3,0,0,0
fair,0.7459743804762068,76,a,4,0,0,0
fair,0.7459743804762068,76,a,5,0,0,0
fair,0.7459743804762068,76,a,6,0,0,0
fair,0.7459743804762068,76,a,7,0,0,0
fair,0.7459743804762068,76,a,8,0,0,0
fair,0.7459743804762068,76,a,9,0,0,0
fair,0.7459743804762068,77,a,0,69,0,69
fair,0.7459743804762068,77,a,1,3,0,3
fair,0.7459743804762068,77,a,2,0,0,0
fair,0.7459743804762068,77,a,3,0,0,0
fair,0.7459743804762068,77,a,4,0,0,0
fair,0.7459743804762068,77,a,5,0,0,0
fair,0.7459743804762068,77,a,6,0,0,0
fair,0.7459743804762068,77,a,7,0,0,0
fair,0.7459743804762068,77,a,8,0,0,0
fair,0.7459743804762068,77,a,9,0,0,0
fair,0.7459743804762068,78,a,0,69,0,69
fair,0.7459743804762068,78,a,1,5,0,5
fair,0.7459743804762068,78,a,2,0,0,0
fair,0.7459743804762068,78,a,3,0,0,0
fair,0.7459743804762068,78,a,4,0,0,0
fair,0.7459743804762068,78,a,5,0,0,0
fair,0.7459743804762068,78,a,6,0,0,0
fair,0.7459743804762068,78,a,7,0,0,0
fair,0.7459743804762068,78,a,8,0,0,0
fair,0.7459743804762068,78,a,9,0,0,0
fair,0.7459743804762068,79,a,0,69,0,69
fair,0.7459743804762068,79,a,1,2,1,1
fair,0.7459743804762068,79,a,2,0,0,0
fair,0.7459743804762068,79,a,3,0,0,0
fair,0.7459743804762068,79,a,4,0,0,0
fair,0.7459743804762068,79,a,5,0,0,0
fair,0.7459743804762068,79,a,6,0,0,0
fair,0.7459743804762068,79,a,7,0,0,0
fair,0.7459743804762068,79,a,8,0,0,0
fair,0.7459743804762068,79,a,9,0,0,0
fair,0.7459743804762068,80,a,0,69,0,69
fair,0.7459743804762068,80,a,1,2,1,1
fair,0.7459743804762068,80,a,2,0,0,0
fair,0.7459743804762068,80,a,3,0,0,0
fair,0.7459743804762068,80,a,4,0,0,0
fair,0.7459743804762068,80,a,5,0,0,0
fair,0.7459743804762068,80,a,6,0,0,0
fair,0.7459743804762068,80,a,7,0,0,0
fair,0.7459743804762068,80,a,8,0,0,0
fair,0.7459743804762068,80,a,9,0,0,0
fair,0.7459743804762068,81,a,0,69,0,69
fair,0.7459743804762068,81,a,1,1,0,1
fair,0.7459743804762068,81,a,2,0,0,0
fair,0.7459743804762068,81,a,3,0,0,0
fair,0.7459743804762068,81,a,4,0,0,0
fair,0.7459743804762068,81,a,5,0,0,0
fair,0.7459743804762068,81,a,6,0,0,0
fair,0.7459743804762068,81,a,7,0,0,0
fair,0.7459743804762068,81,a,8,0,0,0
fair,0.7459743804762068,81,a,9,0,0,0
fair,0.7459743804762068,82,a,0,69,0,69
fair,0.7459743804762068,82,a,1,3,0,3
fair,0.7459743804762068,82,a,2,0,0,0
fair,0.7459743804762068,82,a,3,0,0,0
fair,0.7459743804762068,82,a,4,0,0,0
fair,0.7459743804762068,82,a,5,0,0,0
fair,0.7459743804762068,82,a,6,0,0,0
fair,0.7459743804762068,82,a,7,0,0,0
fair,0.7459743804762068,82,a,8,0,0,0
fair,0.7459743804762068,82,a,9,0,0,0
fair,0.7459743804762068,83,a,0,69,0,69
fair,0.7459743804762068,83,a,1,4,0,4
fair,0.7459743804762068,83,a,2,0,0,0
fair,0.7459743804762068,83,a,3,0,0,0
fair,0.7459743804762068,83,a,4,0,0,0
fair,0.7459743804762068,83,a,5,0,0,0
fair,0.7459743804762068,83,a,6,0,0,0
fair,0.7459743804762068,83,a,7,0,0,0
fair,0.7459743804762068,83,a,8,0,0,0
fair,0.7459743804762068,83,a,9,0,0,0
fair,0.7459743804762068,84,a,0,69,0,69
fair,0.7459743804762068,84,a,1,2,0,2
fair,0.7459743804762068,84,a,2,0,0,0
fair,0.7459743804762068,84,a,3,0,0,0
fair,0.7459743804762068,84,a,4,0,0,0
fair,0.7459743804762068,84,a,5,0,0,0
fair,0.7459743804762068,84,a,6,0,0,0
fair,0.7459743804762068,84,a,7,0,0,0
fair,0.7459743804762068,84,a,8,0,0,0
fair,0.7459743804762068,84,a,9,0,0,0
fair,0.7459743804762068,85,a,0,69,0,69
fair,0.7459743804762068,85,a,1,5,0,5
fair,0.7459743804762068,85,a,2,1,0,1
fair,0.7459743804762068,85,a,3,0,0,0
fair,0.7459743804762068,85,a,4,0,0,0
fair,0.7459743804762068,85,a,5,0,0,0
fair,0.7459743804762068,85,a,6,0,0,0
fair,0.7459743804762068,85,a,7,0,0,0
fair,0.7459743804762068,85,a,8,0,0,0
fair,0.7459743804762068,85,a,9,0,0,0
fair,0.7459743804762068,86,a,0,69,0,69
fair,0.7459743804762068,86,a,1,1,1,0
fair,0.7459743804762068,86,a,2,1,1,0
fair,0.7459743804762068,86,a,3,0,0,0
fair,0.7459743804762068,86,a,4,0,0,0
fair,0.7459743804762068,86,a,5,0,0,0
fair,0.7459743804762068,86,a,6,0,0,0
fair,0.7459743804762068,86,a,7,0,0,0
fair,0.7459743804762068,86,a,8,0,0,0
fair,0.7459743804762068,86,a,9,0,0,0
fair,0.7459743804762068,87,a,0,69,0,69
fair,0.7459743804762068,87,a,1,2,0,2
fair,0.7459743804762068,87,a,2,0,0,0
fair,0.7459743804762068,87,a,3,0,0,0
fair,0.7459743804762068,87,a,4,0,0,0
fair,0.7459743804762068,87,a,5,0,0,0
fair,0.7459743804762068,87,a,6,0,0,0
fair,0.7459743804762068,87,a,7,0,0,0
fair,0.7459743804762068,87,a,8,0,0,0
fair,0.7459743804762068,87,a,9,0,0,0
fair,0.7459743804762068,88,a,0,69,0,69
fair,0.7459743804762068,88,a,1,0,0,0
fair,0.7459743804762068,88,a,2,0,0,0
fair,0.7459743804762068,88,a,3,0,0,0
fair,0.7459743804762068,88,a,4,0,0,0
fair,0.7459743804762068,88,a,5,0,0,0
fair,0.7459743804762068,88,a,6,0,0,0
fair,0.7459743804762068,88,a,7,0,0,0
fair,0.7459743804762068,88,a,8,0,0,0
fair,0.7459743804762068,88,a,9,0,0,0
fair,0.7459743804762068,89,a,0,69,0,69
fair,0.7459743804762068,89,a,1,1,0,1
fair,0.7459743804762068,89,a,2,0,0,0
fair,0.7459743804762068,89,a,3,0,0,0
fair,0.7459743804762068,89,a,4,0,0,0
fair,0.7459743804762068,89,a,5,0,0,0
fair,0.7459743804762068,89,a,6,0,0,0
fair,0.7459743804762068,89,a,7,0,0,0
fair,0.7459743804762068,89,a,8,0,0,0
fair,0.7459743804762068,89,a,9,0,0,0
fair,0.7459743804762068,90,a,0,69,0,69
fair,0.7459743804762068,90,a,1,6,1,5
fair,0.7459743804762068,90,a,2,0,0,0
fair,0.7459743804762068,90,a,3,0,0,0
fair,0.7459743804762068,90,a,4,0,0,0
fair,0.7459743804762068,90,a,5,0,0,0
fair,0.7459743804762068,90,a,6,0,0,0
fair,0.7459743804762068,90,a,7,0,0,0
fair,0.7459743804762068,90,a,8,0,0,0
fair,0.7459743804762068,90,a,9,0,0,0
fair,0.7459743804762068,91,a,0,69,0,69
fair,0.7459743804762068,91,a,1,2,0,2
fair,0.7459743804762068,91,a,2,0,0,0
fair,0.7459743804762068,91,a,3,0,0,0
fair,0.7459743804762068,91,a,4,0,0,0
fair,0.7459743804762068,91,a,5,0,0,0
fair,0.7459743804762068,91,a,6,0,0,0
fair,0.7459743804762068,91,a,7,0,0,0
fair,0.7459743804762068,91,a,8,0,0,0
fair,0.7459743804762068,91,a,9,0,0,0
fair,0.7459743804762068,92,a,0,69,0,69
fair,0.7459743804762068,92,a,1,4,1,3
fair,0.7459743804762068,92,a,2,1,0,1
fair,0.7459743804762068,92,a,3,0,0,0
fair,0.7459743804762068,92,a,4,0,0,0
fair,0.7459743804762068,92,a,5,0,0,0
fair,0.7459743804762068,92,a,6,0,0,0
fair,0.7459743804762068,92,a,7,0,0,0
fair,0.7459743804762068,92,a,8,0,0,0
fair,0.7459743804762068,92,a,9,0,0,0
fair,0.7459743804762068,93,a,0,69,0,69
fair,0.7459743804762068,93,a,1,2,0,2
fair,0.7459743804762068,93,a,2,0,0,0
fair,0.7459743804762068,93,a,3,0,0,0
fair,0.7459743804762068,93,a,4,0,0,0
fair,0.7459743804762068,93,a,5,0,0,0
fair,0.7459743804762068,93,a,6,0,0,0
fair,0.7459743804762068,93,a,7,0,0,0
fair,0.7459743804762068,93,a,8,0,0,0
fair,0.7459743804762068,93,a,9,0,0,0
fair,0.7459743804762068,94,a,0,69,0,69
fair,0.7459743804762068,94,a,1,2,0,2
fair,0.7459743804762068,94,a,2,0,0,0
fair,0.7459743804762068,94,a,3,0,0,0
fair,0.7459743804762068,94,a,4,0,0,0
fair,0.7459743804762068,94,a,5,0,0,0
fair,0.7459743804762068,94,a,6,0,0,0
fair,0.7459743804762068,94,a,7,0,0,0
fair,0.7459743804762068,94,a,8,0,0,0
fair,0.7459743804762068,94,a,9,0,0,0
fair,0.7459743804762068,95,a,0,69,0,69
fair,0.7459743804762068,95,a,1,1,0,1
fair,0.7459743804762068,95,a,2,0,0,0
fair,0.7459743804762068,95,a,3,0,0,0
fair,0.7459743804762068,95,a,4,0,0,0
fair,0.7459743804762068,95,a,5,0,0,0
fair,0.7459743804762068,95,a,6,0,0,0
fair,0.7459743804762068,95,a,7,0,0,0
fair,0.7459743804762068,95,a,8,0,0,0
fair,0.7459743804762068,95,a,9,0,0,0
fair,0.7459743804762068,96,a,0,69,0,69
fair,0.7459743804762068,96,a,1,3,0,3
fair,0.7459743804762068,96,a,2,0,0,0
fair,0.7459743804762068,96,a,3,0,0,0
fair,0.7459743804762068,96,a,4,0,0,0
fair,0.7459743804762068,96,a,5,0,0,0
fair,0.7459743804762068,96,a,6,0,0,0
fair,0.7459743804762068,96,a,7,0,0,0
fair,0.7459743804762068,96,a,8,0,0,0
fair,0.7459743804762068,96,a,9,0,0,0
fair,0.7459743804762068,97,a,0,69,0,69
fair,0.7459743804762068,97,a,1,4,1,3
fair,0.7459743804762068,97,a,2,0,0,0
fair,0.7459743804762068,97,a,3,0,0,0
fair,0.7459743804762068,97,a,4,0,0,0
fair,0.7459743804762068,97,a,5,0,0,0
fair,0.7459743804762068,97,a,6,0,0,0
fair,0.7459743804762068,97,a,7,0,0,0
fair,0.7459743804762068,97,a,8,0,0,0
fair,0.7459743804762068,97,a,9,0,0,0
fair,0.7459743804762068,98,a,0,69,0,69
fair,0.7459743804762068,98,a,1,6,1,5
fair,0.7459743804762068,98,a,2,0,0,0
fair,0.7459743804762068,98,a,3,0,0,0
fair,0.7459743804762068,98,a,4,0,0,0
fair,0.7459743804762068,98,a,5,0,0,0
fair,0.7459743804762068,98,a,6,0,0,0
fair,0.7459743804762068,98,a,7,0,0,0
fair,0.7459743804762068,98,a,8,0,0,0
fair,0.7459743804762068,98,a,9,0,0,0
fair,0.7459743804762068,99,a,0,69,0,69
fair,0.7459743804762068,99,a,1,6,0,6
fair,0.7459743804762068,99,a,2,0,0,0
fair,0.7459743804762068,99,a,3,0,0,0
fair,0.7459743804762068,99,a,4,0,0,0
fair,0.7459743804762068,99,a,5,0,0,0
fair,0.7459743804762068,99,a,6,0,0,0
fair,0.7459743804762068,99,a,7,0,0,0
fair,0.7459743804762068,99,a,8,0,0,0
fair,0.7459743804762068,99,a,9,0,0,0
fair,0.9000000000323621,0,b,0,69,69,0
fair,0.9000000000323621,0,b,1,4,4,0
fair,0.9000000000323621,0,b,2,1,1,0
fair,0.9000000000323621,0,b,3,0,0,0
fair,0.9000000000323621,0,b,4,0,0,0
fair,0.9000000000323621,0,b,5,0,0,0
fair,0.9000000000323621,0,b,6,0,0,0
fair,0.9000000000323621,0,b,7,0,0,0
fair,0.9000000000323621,0,b,8,0,0,0
fair,0.9000000000323621,0,b,9,0,0,0
fair,0.9000000000323621,1,b,0,69,69,0
fair,0.9000000000323621,1,b,1,4,4,0
fair,0.9000000000323621,1,b,2,0,0,0
fair,0.9000000000323621,1,b,3,0,0,0
fair,0.9000000000323621,1,b,4,0,0,0
fair,0.9000000000323621,1,b,5,0,0,0
fair,0.9000000000323621,1,b,6,0,0,0
fair,0.9000000000323621,1,b,7,0,0,0
fair,0.9000000000323621,1,b,8,0,0,0
fair,0.9000000000323621,1,b,9,0,0,0
fair,0.9000000000323621,2,b,0,69,69,0
fair,0.9000000000323621,2,b,1,1,1,0
fair,0.9000000000323621,2,b,2,0,0,0
fair,0.9000000000323621,2,b,3,0,0,0
fair,0.9000000000323621,2,b,4,0,0,0
fair,0.9000000000323621,2,b,5,0,0,0
fair,0.9000000000323621,2,b,6,0,0,0
fair,0.9000000000323621,2,b,7,0,0,0
fair,0.9000000000323621,2,b,8,0,0,0
fair,0.9000000000323621,2,b,9,0,0,0
fair,0.9000000000323621,3,b,0,69,69,0
fair,0.9000000000323621,3,b,1,5,5,0
fair,0.9000000000323621,3,b,2,0,0,0
fair,0.9000000000323621,3,b,3,0,0,0
fair,0.9000000000323621,3,b,4,0,0,0
fair,0.9000000000323621,3,b,5,0,0,0
fair,0.9000000000323621,3,b,6,0,0,0
fair,0.9000000000323621,3,b,7,0,0,0
fair,0.9000000000323621,3,b,8,0,0,0
fair,0.9000000000323621,3,b,9,0,0,0
fair,0.9000000000323621,4,b,0,69,69,0
fair,0.9000000000323621,4,b,1,4,4,0
fair,0.9000000000323621,4,b,2,1,0,1
fair,0.9000000000323621,4,b,3,0,0,0
fair,0.9000000000323621,4,b,4,0,0,0
fair,0.9000000000323621,4,b,5,0,0,0
fair,0.9000000000323621,4,b,6,0,0,0
fair,0.9000000000323621,4,b,7,0,0,0
fair,0.9000000000323621,4,b,8,0,0,0
fair,0.9000000000323621,4,b,9,0,0,0
fair,0.9000000000323621,5,b,0,69,69,0
fair,0.9000000000323621,5,b,1,0,0,0
fair,0.9000000000323621,5,b,2,0,0,0
fair,0.9000000000323621,5,b,3,0,0,0
fair,0.9000000000323621,5,b,4,0,0,0
fair,0.9000000000323621,5,b,5,0,0,0
fair,0.9000000000323621,5,b,6,0,0,0
fair,0.9000000000323621,5,b,7,0,0,0
fair,0.9000000000323621,5,b,8,0,0,0
fair,0.9000000000323621,5,b,9,0,0,0
fair,0.9000000000323621,6,b,0,69,69,0
fair,0.9000000000323621,6,b,1,1,1,0
fair,0.9000000000323621,6,b,2,0,0,0
fair,0.9000000000323621,6,b,3,0,0,0
fair,0.9000000000323621,6,b,4,0,0,0
fair,0.9000000000323621,6,b,5,0,0,0
fair,0.9000000000323621,6,b,6,0,0,0
fair,0.9000000000323621,6,b,7,0,0,0
fair,0.9000000000323621,6,b,8,0,0,0
fair,0.9000000000323621,6,b,9,0,0,0
fair,0.9000000000323621,7,b,0,69,69,0
fair,0.9000000000323621,7,b,1,1,1,0
fair,0.9000000000323621,7,b,2,0,0,0
fair,0.9000000000323621,7,b,3,0,0,0
fair,0.9000000000323621,7,b,4,0,0,0
fair,0.9000000000323621,7,b,5,0,0,0
fair,0.9000000000323621,7,b,6,0,0,0
fair,0.9000000000323621,7,b,7,0,0,0
fair,0.9000000000323621,7,b,8,0,0,0
fair,0.9000000000323621,7,b,9,0,0,0
fair,0.9000000000323621,8,b,0,69,69,0
fair,0.9000000000323621,8,b,1,2,2,0
fair,0.9000000000323621,8,b,2,1,1,0
fair,0.9000000000323621,8,b,3,0,0,0
fair,0.9000000000323621,8,b,4,0,0,0
fair,0.9000000000323621,8,b,5,0,0,0
fair,0.9000000000323621,8,b,6,0,0,0
fair,0.9000000000323621,8,b,7,0,0,0
fair,0.9000000000323621,8,b,8,0,0,0
fair,0.9000000000323621,8,b,9,0,0,0
fair,0.9000000000323621,9,b,0,69,69,0
fair,0.9000000000323621,9,b,1,6,6,0
fair,0.9000000000323621,9,b,2,1,1,0
fair,0.9000000000323621,9,b,3,0,0,0
fair,0.9000000000323621,9,b,4,0,0,0
fair,0.9000000000323621,9,b,5,0,0,0
fair,0.9000000000323621,9,b,6,0,0,0
fair,0.9000000000323621,9,b,7,0,0,0
fair,0.9000000000323621,9,b,8,0,0,0
fair,0.9000000000323621,9,b,9,0,0,0
fair,0.9000000000323621,10,b,0,69,69,0
fair,0.9000000000323621,10,b,1,0,0,0
fair,0.9000000000323621,10,b,2,0,0,0
fair,0.9000000000323621,10,b,3,0,0,0
fair,0.9000000000323621,10,b,4,0,0,0
fair,0.9000000000323621,10,b,5,0,0,0
fair,0.9000000000323621,10,b,6,0,0,0
fair,0.9000000000323621,10,b,7,0,0,0
fair,0.9000000000323621,10,b,8,0,0,0
fair,0.9000000000323621,10,b,9,0,0,0
fair,0.9000000000323621,11,b,0,69,69,0
fair,0.9000000000323621,11,b,1,2,2,0
fair,0.9000000000323621,11,b,2,0,0,0
fair,0.9000000000323621,11,b,3,0,0,0
fair,0.9000000000323621,11,b,4,0,0,0
fair,0.9000000000323621,11,b,5,0,0,0
fair,0.9000000000323621,11,b,6,0,0,0
fair,0.9000000000323621,11,b,7,0,0,0
fair,0.9000000000323621,11,b,8,0,0,0
fair,0.9000000000323621,11,b,9,0,0,0
fair,0.9000000000323621,12,b,0,69,69,0
fair,0.9000000000323621,12,b,1,0,0,0
fair,0.9000000000323621,12,b,2,0,0,0
fair,0.9000000000323621,12,b,3,0,0,0
fair,0.9000000000323621,12,b,4,0,0,0
fair,0.9000000000323621,12,b,5,0,0,0
fair,0.9000000000323621,12,b,6,0,0,0
fair,0.9000000000323621,12,b,7,0,0,0
fair,0.9000000000323621,12,b,8,0,0,0
fair,0.9000000000323621,12,b,9,0,0,0
fair,0.9000000000323621,13,b,0,69,69,0
fair,0.9000000000323621,13,b,1,6,6,0
fair,0.9000000000323621,13,b,2,2,2,0
fair,0.9000000000323621,13,b,3,1,1,0
fair,0.9000000000323621,13,b,4,0,0,0
fair,0.9000000000323621,13,b,5,0,0,0
fair,0.9000000000323621,13,b,6,0,0,0
fair,0.9000000000323621,13,b,7,0,0,0
fair,0.9000000000323621,13,b,8,0,0,0
fair,0.9000000000323621,13,b,9,0,0,0
fair,0.9000000000323621,14,b,0,69,69,0
fair,0.9000000000323621,14,b,1,5,5,0
fair,0.9000000000323621,14,b,2,0,0,0
fair,0.9000000000323621,14,b,3,0,0,0
fair,0.9000000000323621,14,b,4,0,0,0
fair,0.9000000000323621,14,b,5,0,0,0
fair,0.9000000000323621,14,b,6,0,0,0
fair,0.9000000000323621,14,b,7,0,0,0
fair,0.9000000000323621,14,b,8,0,0,0
fair,0.9000000000323621,14,b,9,0,0,0
fair,0.9000000000323621,15,b,0,69,69,0
fair,0.9000000000323621,15,b,1,1,1,0
fair,0.9000000000323621,15,b,2,0,0,0
fair,0.9000000000323621,15,b,3,0,0,0
fair,0.9000000000323621,15,b,4,0,0,0
fair,0.9000000000323621,15,b,5,0,0,0
fair,0.9000000000323621,15,b,6,0,0,0
fair,0.9000000000323621,15,b,7,0,0,0
fair,0.9000000000323621,15,b,8,0,0,0
fair,0.9000000000323621,15,b,9,0,0,0
fair,0.9000000000323621,16,b,0,69,69,0
fair,0.9000000000323621,16,b,1,6,5,1
